AppID,AppType,Followers,Positive_rev,Negative_rev,Positive_rev_per,Steam reviews,PlayTracker,VG Insights,SteamSpy
1694430,Game,"2,822",88,48,64.71%,2.7 k,3.1 k,4.1 k,17.0 k
1886850,Game,279,19,22,46.34%,820,,1.2 k,13.0 k
1378490,Beta,,,,,,191,4.6 k,
499910,Game,870,103,9,91.96%,3.9 k,16.5 k,1.5 k,6.0 k
1863170,Game,108,5,3,62.50%,160,,240,1.0 k
1644840,Game,207,130,8,94.20%,2.8 k,,4.1 k,11.0 k
1422880,Game,55,18,2,90.00%,400,,600,8.0 k
12460,Game,245,117,73,61.58%,7.6 k,333.4 k,13.3 k,33.0 k
410320,Game,"43,774","8,223",428,95.05%,302.8 k,2.35 M,405.3 k,1.28 M
1345440,Game,396,48,2,96.00%,1.0 k,3.6 k,1.5 k,2.0 k
757600,Game,206,10,6,62.50%,400,16.4 k,460,9.0 k
952000,Game,146,5,0,100.00%,100,,150,1.0 k
1735930,Game,170,14,19,42.42%,660,,990,7.0 k
336670,Game,"5,684",176,298,37.13%,16.6 k,898.0 k,29.0 k,287.0 k
1828410,Game,464,37,25,59.68%,1.2 k,,1.9 k,
733420,Game,45,3,3,50.00%,180,140.4 k,233,22.0 k
1528770,Game,34,4,2,66.67%,120,,180,8.0 k
542260,Game,"4,112",594,37,94.14%,22.1 k,416.0 k,29.3 k,56.0 k
369560,Game,"1,619",,,,,392.3 k,7.2 k,11.0 k
1494400,Game,525,45,11,80.36%,1.1 k,18.7 k,1.7 k,7.0 k
394850,Game,"1,192",127,37,77.44%,5.7 k,267.2 k,8.5 k,23.0 k
953900,Game,"1,402",172,33,83.90%,5.1 k,77.3 k,5.5 k,10.0 k
299480,Game,"10,005",658,298,68.83%,33.5 k,775.1 k,91.7 k,347.0 k
1696230,Game,252,58,17,77.33%,1.5 k,,2.3 k,
1530670,Game,42,12,5,70.59%,340,,510,17.0 k
1260220,Game,238,59,14,80.82%,1.5 k,,2.2 k,
1503530,Game,692,196,7,96.55%,4.1 k,46.0 k,6.2 k,1.0 k
750960,Game,359,70,6,92.11%,2.3 k,279.1 k,991,2.0 k
1898130,Game,62,2,4,33.33%,120,32.1 k,180,
523210,Game,"4,068","2,015",258,88.65%,68.2 k,688.6 k,60.8 k,85.0 k
1278170,Game,946,59,37,61.46%,1.9 k,6.7 k,2.9 k,3.0 k
950400,Game,"1,036",68,85,44.44%,3.8 k,36.8 k,5.6 k,11.0 k
766570,Game,"74,037","23,561","7,243",76.49%,616.1 k,1.84 M,923.7 k,3.00 M
1694450,Game,129,28,5,84.85%,660,,990,
1343220,Game,248,18,4,81.82%,440,,660,
1672700,Game,19,7,0,100.00%,140,,210,1.0 k
1860120,Game,389,64,25,71.91%,1.8 k,,2.7 k,
1338020,Game,261,72,2,97.30%,1.5 k,,2.2 k,3.0 k
1213420,Game,194,30,21,58.82%,1.0 k,,1.5 k,2.0 k
1385820,Game,35,1,1,50.00%,40,,60,6.0 k
848460,Game,18,0,1,0.00%,25,,30,2.0 k
735650,Game,40,4,0,100.00%,120,,200,1.0 k
1048100,Game,"10,990","2,563",669,79.30%,80.8 k,718.7 k,86.7 k,167.0 k
345700,Game,"1,439",96,61,61.15%,5.5 k,749.7 k,5.7 k,13.0 k
1873830,Game,102,27,6,81.82%,660,,990,
65600,Game,"2,533",522,503,50.93%,20.5 k,1.01 M,72.6 k,245.0 k
674250,Game,190,23,5,82.14%,840,33.6 k,418,1.0 k
439250,Game,585,314,49,86.50%,12.7 k,2.00 M,217.1 k,223.0 k
1788650,Game,69,2,1,66.67%,60,,90,4.0 k
1239710,Game,32,,,,,,,
1275060,Game,45,7,4,63.64%,220,3.8 k,330,3.0 k
940350,Game,21,8,9,47.06%,425,,414,1.0 k
868060,Game,"1,621",40,7,85.11%,1.2 k,53.2 k,1.3 k,4.0 k
1284550,Game,115,33,9,78.57%,840,,1.3 k,9.0 k
924670,Game,328,80,58,57.97%,3.5 k,,3.6 k,23.0 k
598590,Game,80,9,2,81.82%,330,207.5 k,533,2.0 k
620050,Application,"1,737",38,27,58.46%,2.0 k,159.1 k,2.5 k,11.0 k
211208,DLC,,3,0,100.00%,120,,158,25.0 k
454330,Game,336,19,5,79.17%,720,54.3 k,1.2 k,7.0 k
1723050,Game,79,0,2,0.00%,40,,90,1.0 k
763230,Game,398,184,24,88.46%,6.2 k,198.3 k,8.7 k,27.0 k
959710,Game,97,11,1,91.67%,300,,350,
1140060,Game,50,3,2,60.00%,125,,128,8.0 k
1644920,Game,159,47,8,85.45%,1.1 k,,1.7 k,8.0 k
957070,Game,245,109,5,95.61%,2.3 k,,3.4 k,3.0 k
1270780,Game,29,1,0,100.00%,20,,30,1.0 k
1702210,Application,177,12,0,100.00%,240,,,1.0 k
1302270,Game,102,8,0,100.00%,160,,240,1.0 k
974930,Game,27,,,,,,,
1017480,Game,117,11,9,55.00%,500,,732,5.0 k
676030,Game,"1,258",57,3,95.00%,1.2 k,9.1 k,1.8 k,2.0 k
1728410,Game,39,3,1,75.00%,80,,120,1.0 k
1165280,Game,44,8,6,57.14%,350,,326,1.0 k
1095120,Game,851,196,15,92.89%,4.2 k,328.9 k,6.3 k,2.0 k
818390,Game,179,38,12,76.00%,1.3 k,,1.5 k,1.0 k
1245470,Game,156,47,14,77.05%,1.2 k,30.9 k,1.9 k,4.0 k
839770,Game,"26,924","3,646","1,390",72.40%,100.7 k,988.4 k,151.1 k,350.0 k
1874660,Game,893,106,62,63.10%,3.4 k,,5.0 k,24.0 k
562640,Game,648,84,32,72.41%,3.5 k,912.2 k,4.4 k,136.0 k
360840,Game,968,134,21,86.45%,5.4 k,371.3 k,10.6 k,17.0 k
1007890,Game,22,,,,,,,
1030840,Game,"113,932","48,533","7,330",86.88%,1.12 M,2.73 M,1.67 M,1.48 M
1234450,Game,744,13,28,31.71%,820,,1.3 k,4.0 k
890130,Game,412,49,3,94.23%,1.0 k,,1.6 k,10.0 k
1908060,Beta,1,,,,,,,
1093880,Application,"1,085",76,77,49.67%,3.8 k,19.6 k,5.5 k,50.0 k
1896980,Game,23,5,1,83.33%,120,,180,2.0 k
368730,Game,"10,624","1,894",502,79.05%,83.9 k,5.40 M,431.7 k,475.0 k
1041300,Game,43,3,4,42.86%,175,,208,1.0 k
572620,Game,354,115,21,84.56%,2.7 k,36.9 k,4.1 k,3.0 k
1581500,Game,265,47,0,100.00%,940,,1.4 k,20.0 k
318260,Game,740,72,39,64.86%,3.9 k,158.5 k,5.9 k,10.0 k
821880,Game,"22,177","2,861",376,88.38%,64.7 k,99.0 k,97.1 k,207.0 k
886360,Game,72,19,14,57.58%,825,5.8 k,570,19.0 k
1408480,Game,85,8,2,80.00%,200,,300,1.0 k
696760,Game,143,21,3,87.50%,600,150.1 k,672,34.0 k
780210,Game,"2,133","1,093",189,85.26%,32.1 k,90.8 k,36.3 k,88.0 k
1713640,Game,201,64,10,86.49%,1.5 k,,2.3 k,
451600,Game,"2,366",236,24,90.77%,6.5 k,160.9 k,9.3 k,21.0 k
1109350,Game,101,6,2,75.00%,200,,284,6.0 k
781240,Game,58,5,13,27.78%,450,668.5 k,648,1.0 k
929570,Game,59,3,2,60.00%,125,,180,3.0 k
841830,Game,32,4,0,100.00%,100,128.7 k,185,24.0 k
1165460,Game,65,1,1,50.00%,50,,60,2.0 k
485980,Game,"17,927","3,660",571,86.50%,126.9 k,383.8 k,105.3 k,316.0 k
679400,Game,723,139,33,80.81%,5.2 k,230.3 k,7.8 k,51.0 k
1514480,Game,229,44,16,73.33%,1.2 k,,1.8 k,4.0 k
1368750,Game,35,6,0,100.00%,120,,180,3.0 k
1121310,Game,"5,483",164,215,43.27%,9.5 k,221.5 k,13.8 k,
1453640,Game,"2,837",27,15,64.29%,840,6.3 k,1.3 k,19.0 k
1389360,Game,"8,698",369,83,81.64%,9.0 k,26.7 k,13.6 k,47.0 k
429480,Game,237,4,7,36.36%,385,212.2 k,552,2.0 k
1368400,Game,314,,,,,,1.4 k,2.0 k
1005050,Game,222,45,5,90.00%,1.3 k,23.1 k,1.4 k,5.0 k
529040,Game,123,9,3,75.00%,360,268.8 k,555,1.0 k
694070,Game,708,8,5,61.54%,325,,524,1.0 k
1311210,Game,29,2,1,66.67%,60,,90,1.0 k
1453660,Game,64,4,0,100.00%,80,,120,1.0 k
587580,Game,"1,841",236,42,84.89%,8.3 k,50.1 k,11.0 k,55.0 k
294440,Game,"4,513",560,85,86.82%,22.6 k,1.41 M,108.9 k,96.0 k
1309290,Game,521,28,7,80.00%,700,,1.1 k,2.0 k
364980,Game,147,14,9,60.87%,805,200.7 k,1.2 k,3.0 k
269250,Game,"4,629",574,104,84.66%,23.7 k,1.20 M,35.4 k,86.0 k
1228870,Game,428,53,7,88.33%,1.2 k,,1.8 k,11.0 k
633660,Game,325,14,3,82.35%,510,,783,18.0 k
1274280,Game,68,8,0,100.00%,160,,240,1.0 k
1791610,Game,"1,250",592,22,96.42%,12.3 k,,18.4 k,
1127500,Game,"32,238","15,348",653,95.92%,320.0 k,715.6 k,479.9 k,656.0 k
508650,Game,"1,117",52,12,81.25%,1.6 k,,2.2 k,7.0 k
358700,Game,329,10,16,38.46%,910,20.2 k,1.4 k,3.0 k
656740,Game,473,76,11,87.36%,2.2 k,84.3 k,2.5 k,18.0 k
1047950,Game,"2,826",36,8,81.82%,880,,1.4 k,7.0 k
1076100,Game,207,6,2,75.00%,200,8.6 k,296,1.0 k
648150,Game,21,1,0,100.00%,20,,30,5.0 k
630900,Application,"2,134",388,30,92.82%,10.5 k,42.7 k,10.4 k,64.0 k
883160,Game,16,,,,,,,
783840,Game,"4,726",521,97,84.30%,15.5 k,81.5 k,22.4 k,58.0 k
1487140,Game,167,3,1,75.00%,80,,120,5.0 k
1696810,Game,"17,557","3,111",698,81.67%,76.2 k,54.2 k,114.2 k,248.0 k
1178000,Game,34,29,0,100.00%,580,,870,2.0 k
1138580,Game,"1,008",83,19,81.37%,2.6 k,4.2 k,3.7 k,2.0 k
416090,Game,84,4,2,66.67%,210,22.4 k,360,1.0 k
595360,Game,"1,315",20,12,62.50%,960,7.7 k,1.5 k,3.0 k
1581240,Game,164,10,0,100.00%,200,,300,18.0 k
1751990,Game,8,3,0,100.00%,60,,90,2.0 k
1445500,Game,19,4,0,100.00%,80,,120,2.0 k
1315240,Game,167,4,12,25.00%,320,,480,
404530,Game,"4,181",454,69,86.81%,15.7 k,51.2 k,21.2 k,66.0 k
1137650,Game,61,4,0,100.00%,100,,120,1.0 k
461550,Application,24,,,,,,,
1408380,Game,19,2,1,66.67%,60,,90,2.0 k
1049690,Game,161,8,0,100.00%,200,,360,1.0 k
612840,Game,69,10,1,90.91%,275,5.5 k,495,1.0 k
1463120,Game,"23,182","7,880",721,91.62%,172.0 k,670.1 k,257.9 k,
243890,Application,369,12,14,46.15%,910,12.7 k,1.3 k,34.0 k
428410,Game,142,27,2,93.10%,1.0 k,276.0 k,1.2 k,6.0 k
988110,Game,61,6,2,75.00%,200,,245,1.0 k
1921760,Game,"1,229",117,11,91.41%,2.6 k,15.0 k,3.8 k,5.0 k
791370,Game,58,12,1,92.31%,325,154.7 k,383,3.0 k
622460,Game,"2,324",249,72,77.57%,8.0 k,254.1 k,17.3 k,90.0 k
883130,Game,"1,303",359,53,87.14%,10.3 k,40.0 k,6.8 k,15.0 k
913570,Game,15,2,1,66.67%,75,,102,2.0 k
1930230,Game,56,3,1,75.00%,80,,120,1.0 k
351490,Game,814,924,237,79.59%,40.6 k,2.16 M,201.2 k,269.0 k
378360,Game,"19,359",747,249,75.00%,24.9 k,36.0 k,29.5 k,77.0 k
1273450,Game,240,33,7,82.50%,800,,1.2 k,4.0 k
1059660,Game,18,4,1,80.00%,125,,182,1.0 k
820830,Game,33,12,3,80.00%,375,53.0 k,412,2.0 k
668290,Game,165,5,5,50.00%,250,,278,1.0 k
646100,Game,479,92,216,29.87%,9.2 k,730.1 k,13.5 k,45.0 k
1382310,Game,32,1,0,100.00%,20,,30,8.0 k
1944970,Game,156,19,27,41.30%,920,,1.4 k,3.0 k
1534240,Game,194,1,3,25.00%,80,,150,1.0 k
1339310,Game,40,11,0,100.00%,220,,330,1.0 k
575800,Game,79,7,3,70.00%,300,13.7 k,455,5.0 k
1968280,Application,135,1,1,50.00%,40,,,3.0 k
634120,Game,"1,719",162,117,58.06%,8.4 k,168.2 k,6.4 k,32.0 k
1843230,Game,19,,,,,,60,1.0 k
1434550,Game,16,1,0,100.00%,20,,30,7.0 k
316260,Game,"1,272",233,48,82.92%,9.8 k,333.9 k,10.1 k,43.0 k
604040,Game,224,12,4,75.00%,480,155.2 k,688,75.0 k
1050170,Game,67,1,1,50.00%,40,,60,52.0 k
1546120,Game,9,3,0,100.00%,60,,90,2.0 k
762850,Game,25,4,4,50.00%,200,215.0 k,332,9.0 k
1221560,Game,143,16,17,48.48%,660,,990,
1939600,Game,87,4,1,80.00%,100,,150,2.0 k
1652800,Game,69,19,0,100.00%,380,,570,
437530,Game,"1,981",194,52,78.86%,8.6 k,402.5 k,13.8 k,27.0 k
1583650,Game,305,57,7,89.06%,1.3 k,,2.0 k,
526130,Game,393,41,5,89.13%,920,11.2 k,1.4 k,2.0 k
1651880,Game,25,7,2,77.78%,180,,270,246.0 k
311120,Game,665,249,273,47.70%,18.3 k,449.9 k,26.4 k,232.0 k
410670,Game,"1,857",786,102,88.51%,31.1 k,1.37 M,46.4 k,30.0 k
1131410,Game,419,49,0,100.00%,980,6.6 k,1.5 k,5.0 k
1417890,Game,807,71,4,94.67%,1.5 k,7.0 k,2.3 k,2.0 k
2006770,Game,38,7,0,100.00%,140,,210,2.0 k
1583840,Game,26,2,0,100.00%,40,,60,19.0 k
516940,Game,371,34,8,80.95%,1.5 k,28.6 k,3.8 k,3.0 k
1304320,Game,285,30,11,73.17%,820,,1.2 k,15.0 k
1471960,Game,334,134,5,96.40%,2.8 k,15.2 k,4.2 k,6.0 k
1350540,Game,128,10,2,83.33%,240,,360,44.0 k
1512910,Game,10,1,2,33.33%,60,,90,12.0 k
511110,Game,44,,,,,3.6 k,,
1578750,Game,16,2,0,100.00%,40,,60,4.0 k
1674300,Game,4,,,,,,,
465750,Game,263,26,8,76.47%,1.2 k,446.0 k,7.5 k,23.0 k
1053660,Game,74,26,21,55.32%,1.2 k,,1.3 k,40.0 k
605490,Game,102,8,2,80.00%,300,3.3 k,478,4.0 k
1253320,Game,26,1,0,100.00%,20,,30,6.0 k
448960,Game,549,28,7,80.00%,875,98.7 k,1.5 k,3.0 k
1457150,Game,"1,660",441,182,70.79%,12.5 k,,18.7 k,200.0 k
1129660,Game,115,36,10,78.26%,1.2 k,27.4 k,1.1 k,8.0 k
1550750,Game,263,93,27,77.50%,2.4 k,,3.6 k,
1787520,Game,20,2,0,100.00%,40,,60,3.0 k
292180,Game,"21,883",718,302,70.39%,35.7 k,67.0 k,58.7 k,195.0 k
1095140,Game,28,4,0,100.00%,100,,142,2.0 k
973410,Game,55,9,0,100.00%,225,,306,1.0 k
1564660,Game,35,8,1,88.89%,180,,270,16.0 k
1563100,Game,20,5,3,62.50%,160,,270,2.0 k
1853200,Game,"1,152","1,670",79,95.48%,35.0 k,82.2 k,52.5 k,75.0 k
1953220,Game,28,3,2,60.00%,100,,150,46.0 k
1094250,Game,"1,043",85,2,97.70%,2.2 k,,2.1 k,6.0 k
1979720,Beta,1,,,,,3.7 k,,
536660,Game,"4,430",65,83,43.92%,4.4 k,21.6 k,4.7 k,3.0 k
362920,Game,344,29,56,34.12%,3.0 k,367.8 k,4.3 k,16.0 k
1113940,Game,"1,098",598,82,87.94%,17.0 k,543.5 k,15.8 k,67.0 k
915760,Game,79,3,0,100.00%,75,,142,2.0 k
1682030,Game,171,11,0,100.00%,220,,330,43.0 k
416840,Game,83,5,1,83.33%,210,30.4 k,333,1.0 k
529130,Game,"1,055",54,28,65.85%,2.9 k,226.6 k,5.6 k,22.0 k
1730670,Game,33,4,1,80.00%,100,,150,
1535270,Game,19,3,1,75.00%,80,,120,4.0 k
1836310,Game,274,78,4,95.12%,1.6 k,,2.5 k,
1945980,Game,262,19,9,67.86%,560,,840,6.0 k
836440,Game,915,60,16,78.95%,1.9 k,183.0 k,2.6 k,27.0 k
796580,Game,17,0,1,0.00%,25,13.1 k,45,25.0 k
1830050,Game,25,2,1,66.67%,60,,120,3.0 k
691680,Game,68,2,1,66.67%,75,,135,1.0 k
1798310,Game,16,2,5,28.57%,140,,210,2.0 k
2058120,Game,303,14,9,60.87%,460,,690,1.0 k
399670,Game,"9,039","2,674",372,87.79%,106.6 k,1.09 M,134.2 k,231.0 k
1410110,Game,56,1,2,33.33%,60,,90,7.0 k
1841060,Game,136,79,11,87.78%,1.8 k,,2.7 k,
584170,Game,837,182,27,87.08%,6.3 k,311.3 k,10.3 k,69.0 k
559210,Game,"17,568","5,233",188,96.53%,162.6 k,1.40 M,112.4 k,323.0 k
227160,Game,"5,631",275,"1,274",17.75%,54.2 k,458.1 k,90.5 k,120.0 k
1331390,Game,66,13,0,100.00%,260,,420,1.0 k
816490,Game,"1,233",613,85,87.82%,17.5 k,125.9 k,17.4 k,59.0 k
1576880,Game,405,29,9,76.32%,760,,1.1 k,
1527910,Game,"3,447","3,014",274,91.67%,65.8 k,,98.6 k,242.0 k
1876060,Game,11,0,1,0.00%,20,,30,1.0 k
336230,Game,123,24,3,88.89%,945,546.2 k,1.7 k,16.0 k
1029160,Game,54,11,3,78.57%,350,,528,1.0 k
1315070,Game,140,52,15,77.61%,1.3 k,,2.0 k,94.0 k
1353870,Game,"2,806",11,12,47.83%,460,,720,5.0 k
975710,Game,78,18,3,85.71%,525,,808,1.0 k
980940,Game,"5,249",639,190,77.08%,20.7 k,36.1 k,24.9 k,110.0 k
800510,Game,92,4,3,57.14%,175,8.4 k,295,2.0 k
1094010,Game,345,16,12,57.14%,700,,870,19.0 k
1692900,Game,152,5,18,21.74%,460,,690,2.0 k
1730160,Game,12,3,0,100.00%,60,,90,16.0 k
34282,DLC,,32,1,96.97%,1.3 k,,1.7 k,35.0 k
714820,Game,242,29,6,82.86%,700,29.0 k,1.1 k,3.0 k
1794300,Game,124,39,0,100.00%,780,,1.2 k,5.0 k
1297010,Game,445,25,6,80.65%,620,4.3 k,930,2.0 k
40800,Game,"25,041","30,100","1,666",94.76%,1.27 M,8.35 M,2.28 M,2.22 M
371450,Game,534,193,60,76.28%,8.9 k,623.0 k,22.6 k,33.0 k
2023330,Game,43,9,3,75.00%,240,,360,21.0 k
1870170,Game,29,3,2,60.00%,100,,150,1.0 k
627690,Game,"21,651","9,632","2,569",78.94%,244.0 k,3.01 M,365.9 k,1.62 M
1348390,Game,"4,426",294,56,84.00%,7.0 k,,10.5 k,10.0 k
1436280,Game,78,3,1,75.00%,80,,120,1.0 k
1312000,Game,23,4,0,100.00%,80,,120,4.0 k
1815550,Game,86,55,8,87.30%,1.3 k,,1.9 k,
42920,Game,497,62,95,39.49%,3.1 k,492.1 k,10.4 k,64.0 k
959540,Game,82,15,12,55.56%,675,10.7 k,756,1.0 k
1167650,Game,23,1,1,50.00%,50,,60,3.0 k
939250,Game,31,4,0,100.00%,100,,160,14.0 k
1600180,Game,23,2,1,66.67%,60,23.5 k,90,2.0 k
1941400,Game,144,13,3,81.25%,320,,480,1.0 k
305490,Game,563,47,28,62.67%,2.6 k,558.6 k,12.9 k,4.0 k
488360,Game,256,19,18,51.35%,1.3 k,162.8 k,2.0 k,2.0 k
682280,Game,29,3,0,100.00%,90,4.2 k,128,2.0 k
648070,Game,468,14,11,56.00%,750,9.4 k,441,2.0 k
1875470,Game,38,2,0,100.00%,40,,60,3.0 k
810590,Game,379,31,7,81.58%,760,,1.1 k,8.0 k
791320,Game,38,7,5,58.33%,300,49.3 k,374,27.0 k
1598810,Game,70,25,2,92.59%,540,,810,1.0 k
1012390,Game,40,7,3,70.00%,250,,346,18.0 k
1029650,Game,544,105,0,100.00%,2.1 k,,3.2 k,26.0 k
738030,Game,50,6,1,85.71%,175,,244,1.0 k
764630,Game,12,,,,,15.7 k,,48
992990,Game,414,25,2,92.59%,540,,870,2.0 k
962070,Game,29,0,10,0.00%,250,,256,5.0 k
1365620,Game,84,5,2,71.43%,140,,210,12.0 k
690610,Game,"1,584",121,72,62.69%,4.8 k,403.9 k,7.9 k,73.0 k
905510,Game,33,10,3,76.92%,325,,358,4.0 k
1710810,Game,30,22,1,95.65%,460,,690,7.0 k
1386980,Game,774,25,28,47.17%,1.1 k,,1.6 k,4.0 k
539750,Game,265,89,24,78.76%,4.0 k,497.9 k,35.3 k,46.0 k
1601680,Game,326,519,8,98.48%,10.5 k,15.5 k,15.8 k,43.0 k
1753690,Game,23,1,0,100.00%,20,,30,72.0 k
863230,Game,230,43,5,89.58%,960,,1.4 k,7.0 k
1059370,Game,72,4,0,100.00%,100,,124,1.0 k
1615560,Game,25,,,,,,,
1527140,Application,147,17,0,100.00%,340,,510,4.0 k
661700,Game,87,14,8,63.64%,550,149.5 k,999,5.0 k
486940,Game,177,19,5,79.17%,600,3.6 k,857,13.0 k
778860,Game,42,28,6,82.35%,850,79.8 k,1.1 k,2.0 k
876850,Game,"1,610","1,148",66,94.56%,30.4 k,,21.4 k,56.0 k
482390,Game,"1,054",243,11,95.67%,8.9 k,440.3 k,12.8 k,27.0 k
676320,Game,24,2,1,66.67%,90,7.0 k,150,5.0 k
1684220,Game,207,14,3,82.35%,340,,600,16.0 k
946360,Game,6,,,,,,,
513330,Game,"4,647",162,155,51.10%,9.5 k,433.4 k,17.1 k,25.0 k
1179010,Game,85,20,6,76.92%,520,,780,20.0 k
1367380,Game,88,1,0,100.00%,20,,30,
1034120,Game,88,11,4,73.33%,375,,458,2.0 k
1713530,Game,68,3,2,60.00%,100,,150,79.0 k
736430,Game,110,24,60,28.57%,2.5 k,383.7 k,1.3 k,9.0 k
699510,Game,79,8,2,80.00%,300,111.9 k,433,1.0 k
1100180,Game,803,,,,,,1.6 k,8.0 k
959000,Game,"1,697",419,37,91.89%,11.4 k,189.5 k,13.7 k,35.0 k
731180,Game,157,83,25,76.85%,3.2 k,172.0 k,5.2 k,21.0 k
1481960,Game,32,5,1,83.33%,120,,180,21.0 k
376410,Game,"1,729",29,26,52.73%,1.7 k,121.9 k,2.3 k,5.0 k
723110,Game,592,12,4,75.00%,480,18.8 k,688,17.0 k
226620,Game,"12,818","1,620",257,86.31%,75.1 k,2.23 M,202.0 k,245.0 k
1108750,Game,"4,307",99,16,86.09%,2.3 k,65.2 k,3.5 k,195.0 k
788040,Game,46,1,0,100.00%,25,22.3 k,,1.0 k
1768790,Game,38,6,0,100.00%,120,,180,29.0 k
1471220,Game,50,1,0,100.00%,20,,30,4.0 k
699080,Game,726,108,17,86.40%,3.8 k,312.3 k,2.5 k,25.0 k
1068120,Game,46,13,2,86.67%,375,20.7 k,460,2.0 k
1153040,Game,23,12,2,85.71%,280,,450,7.0 k
1658770,Game,65,3,0,100.00%,60,6.5 k,90,10.0 k
1061420,Game,28,3,0,100.00%,75,,120,4.0 k
363180,Game,587,21,11,65.63%,1.1 k,161.0 k,3.3 k,4.0 k
843620,Game,93,9,1,90.00%,250,131.5 k,479,2.0 k
1384350,Game,30,11,2,84.62%,260,,420,4.0 k
618570,Game,129,16,4,80.00%,500,145.4 k,880,1.0 k
110600,Game,165,34,28,54.84%,2.5 k,487.0 k,11.5 k,25.0 k
1172470,Game,"450,083","535,046","116,289",82.15%,13.03 M,19.17 M,19.53 M,95.66 M
1471460,Game,50,7,0,100.00%,140,,210,2.0 k
1284700,Game,78,2,6,25.00%,160,,240,
841600,Game,"1,340",79,4,95.18%,2.1 k,18.2 k,3.5 k,4.0 k
1671180,Game,56,12,0,100.00%,240,,360,4.0 k
2061060,Game,26,3,2,60.00%,100,,150,2.0 k
1299120,Game,"7,631","2,395",110,95.61%,50.1 k,440.5 k,75.1 k,142.0 k
1303170,Game,48,2,1,66.67%,60,,90,2.0 k
773530,Game,295,86,35,71.07%,3.0 k,111.9 k,3.4 k,2.0 k
1430100,Game,64,,,,,,,
1514160,Game,18,,,,,,,
404730,Game,261,,,,,2.62 M,114.8 k,783.0 k
945490,Game,136,51,9,85.00%,1.5 k,,1.7 k,323.0 k
1674730,Application,57,2,0,100.00%,40,,,1.0 k
301260,Game,160,47,7,87.04%,1.9 k,1.00 M,2.9 k,8.0 k
1866870,Game,44,5,2,71.43%,140,,210,
510710,Game,46,3,2,60.00%,175,25.0 k,246,5.0 k
924310,Game,52,15,6,71.43%,525,,662,6.0 k
1273430,Game,71,12,2,85.71%,280,,450,2.0 k
556680,Game,288,2,4,33.33%,210,,360,1.0 k
910850,Game,40,1,2,33.33%,75,,102,1.0 k
1343450,Game,15,2,0,100.00%,40,,60,6.0 k
1271620,Game,360,12,4,75.00%,320,7.1 k,510,1.0 k
1492290,Game,32,8,0,100.00%,160,,240,1.0 k
1433770,Game,29,5,5,50.00%,200,,300,19.0 k
1804390,Game,25,0,1,0.00%,20,,30,4.0 k
1091350,Game,13,1,2,33.33%,75,,102,1.0 k
1836500,Game,40,2,3,40.00%,100,41.1 k,150,
813360,Game,27,1,0,100.00%,25,112.6 k,45,2.0 k
846220,Game,75,3,0,100.00%,75,18.0 k,115,1.0 k
223750,Game,"262,884","23,923","3,845",86.15%,1.11 M,4.50 M,1.03 M,4.05 M
1845880,Game,31,26,1,96.30%,540,,810,6.0 k
291170,Game,499,252,90,73.68%,12.0 k,1.08 M,84.8 k,162.0 k
1162730,Game,29,3,8,27.27%,220,,360,15.0 k
236490,Game,247,26,17,60.47%,1.7 k,161.9 k,7.2 k,9.0 k
1418650,Game,18,,,,,,,
1011320,Game,154,10,0,100.00%,200,23.1 k,300,13.0 k
1895130,Game,"1,666",576,344,62.61%,18.4 k,195.4 k,27.7 k,
1002510,Game,212,23,0,100.00%,575,,744,1.0 k
346940,Game,"39,702","3,730",573,86.68%,150.6 k,2.90 M,404.5 k,898.0 k
1983410,Beta,2,,,,,1.6 k,,
40420,Game,353,149,79,65.35%,9.1 k,1.53 M,69.6 k,137.0 k
1526480,Game,26,2,9,18.18%,220,,330,2.0 k
1914950,Game,61,3,0,100.00%,60,,90,
288790,Game,110,50,42,54.35%,3.2 k,144.5 k,5.1 k,33.0 k
434970,Game,488,2,1,66.67%,105,103.6 k,180,2.0 k
1073890,Game,77,11,1,91.67%,240,,360,16.0 k
1811750,Game,373,11,16,40.74%,540,,810,1.0 k
283620,Game,,439,154,74.03%,20.8 k,,25.8 k,137.0 k
1152410,Game,192,84,4,95.45%,2.2 k,,3.3 k,7.0 k
350970,Game,831,446,88,83.52%,18.7 k,973.9 k,28.7 k,108.0 k
1582850,Game,729,109,12,90.08%,2.4 k,154.4 k,3.7 k,
308560,Game,305,32,10,76.19%,1.5 k,337.0 k,5.4 k,9.0 k
1807610,Game,170,27,0,100.00%,540,,810,1.0 k
1504570,Game,"26,841","4,988","8,384",37.30%,267.4 k,12.6 k,401.2 k,703.0 k
418650,Game,"12,190","2,603",154,94.41%,82.7 k,910.8 k,224.6 k,258.0 k
1064920,Game,14,1,0,100.00%,25,,40,1.0 k
1088040,Game,56,5,5,50.00%,250,,328,1.0 k
1418160,Game,"3,671",651,134,82.93%,15.7 k,92.5 k,23.6 k,66.0 k
1128420,Game,25,3,1,75.00%,100,31.7 k,106,5.0 k
313740,Game,"22,715","5,616","1,543",78.45%,250.6 k,3.19 M,424.0 k,427.0 k
960820,Game,108,14,15,48.28%,725,,920,4.0 k
1515820,Game,770,50,7,87.72%,1.1 k,10.0 k,1.7 k,8.0 k
237760,Game,480,363,29,92.60%,15.7 k,761.6 k,31.2 k,45.0 k
1022480,Game,"1,349",134,19,87.58%,3.8 k,42.6 k,5.6 k,14.0 k
