AppID,AppType,Followers,Positive_rev,Negative_rev,Positive_rev_per,Steam reviews,PlayTracker,VG Insights,SteamSpy
1234930,Game,25,2,1,66.67%,60,,90,1.0 k
1155830,Game,871,215,73,74.65%,7.2 k,,9.1 k,29.0 k
878580,Game,"2,330",411,212,65.97%,15.6 k,1.00 M,10.4 k,56.0 k
981790,Game,203,31,60,34.07%,2.3 k,,2.7 k,
1469000,Game,54,9,6,60.00%,300,,450,2.0 k
1830210,Game,187,26,5,83.87%,620,,930,1.0 k
658620,Game,"9,548","1,157",69,94.37%,36.8 k,84.6 k,52.6 k,6.0 k
440550,Game,"1,383",254,37,87.29%,10.2 k,330.7 k,12.4 k,31.0 k
979790,Game,149,27,3,90.00%,750,27.1 k,916,4.0 k
968460,Game,88,18,8,69.23%,650,,873,1.0 k
1044690,Game,12,,,,,,,
281560,Game,81,8,10,44.44%,630,168.1 k,1.1 k,6.0 k
857240,Game,378,32,65,32.99%,2.4 k,592.3 k,4.1 k,3.0 k
1698830,Tool,,,,,,,,
1095450,Game,21,24,11,68.57%,875,,434,8.0 k
962060,Game,49,4,4,50.00%,200,,266,17.0 k
240440,Game,"9,539",771,69,91.79%,29.4 k,231.6 k,39.8 k,349.0 k
585260,Game,265,62,5,92.54%,2.0 k,144.6 k,2.9 k,22.0 k
561190,Game,352,55,8,87.30%,2.2 k,33.9 k,2.2 k,9.0 k
767170,Game,46,26,33,44.07%,1.8 k,572.2 k,2.6 k,21.0 k
1586920,Game,71,10,10,50.00%,400,,600,9.0 k
1482670,Game,41,4,4,50.00%,160,,240,1.0 k
1023150,Game,93,11,8,57.89%,475,,688,2.0 k
1632830,Beta,1,,,,,,,
663410,Game,19,6,6,50.00%,240,,360,2.0 k
1500250,Game,37,5,1,83.33%,120,,180,1.0 k
225600,Game,"18,662","3,110","1,616",65.81%,165.4 k,2.37 M,766.4 k,373.0 k
346010,Game,"282,958","43,318","2,011",95.56%,906.6 k,5.04 M,1.36 M,2.42 M
1025390,Game,38,0,1,0.00%,25,7.4 k,30,1.0 k
551550,Game,354,47,90,34.31%,3.4 k,528.0 k,237.3 k,176.0 k
1692290,Game,305,54,31,63.53%,1.7 k,,2.6 k,1.0 k
463170,Game,"10,253",228,215,51.47%,11.1 k,139.4 k,16.9 k,137.0 k
999180,Game,56,0,2,0.00%,50,,62,
392370,Game,311,19,4,82.61%,805,270.6 k,1.1 k,6.0 k
1459960,Game,"5,493",102,81,55.74%,3.7 k,39.6 k,5.5 k,7.0 k
794850,Game,180,11,3,78.57%,280,,420,5.0 k
1578060,Game,45,36,0,100.00%,720,,1.1 k,3.0 k
405290,Game,"5,016","1,532",79,95.10%,48.3 k,239.4 k,42.9 k,69.0 k
1651020,Game,56,5,0,100.00%,100,,150,4.0 k
1010670,Game,"1,151",188,14,93.07%,5.1 k,21.9 k,7.6 k,13.0 k
363520,Game,"6,445",185,84,68.77%,9.4 k,382.7 k,19.5 k,10.0 k
1295860,Game,213,4,9,30.77%,260,,420,12.0 k
584080,Game,31,1,1,50.00%,50,,32,5.0 k
765470,Game,"1,187",4,2,66.67%,150,,222,3.0 k
1161910,Game,81,17,3,85.00%,500,,600,2.0 k
364800,Game,"1,287",46,1,97.87%,1.6 k,125.2 k,1.9 k,35.0 k
1795310,Game,380,9,6,60.00%,300,5.9 k,450,
1672630,Game,319,12,5,70.59%,340,,510,2.0 k
723540,Game,211,1,2,33.33%,90,4.7 k,200,1.0 k
1320520,Game,33,4,8,33.33%,240,,360,1.0 k
1613220,Game,76,10,0,100.00%,200,,300,20.0 k
990630,Game,"16,985","5,331",121,97.78%,109.0 k,406.6 k,163.4 k,390.0 k
2026170,Game,7,5,0,100.00%,100,,150,1.0 k
1854340,Game,9,2,0,100.00%,40,,60,4.0 k
1263840,Game,243,21,12,63.64%,660,,990,
1704540,Game,197,3,0,100.00%,60,,90,1.0 k
871550,Game,180,39,18,68.42%,1.4 k,179.7 k,1.7 k,15.0 k
1103520,Game,46,22,2,91.67%,600,,564,4.0 k
1321760,Game,14,3,4,42.86%,140,,210,1.0 k
1422610,Game,"2,594",405,101,80.04%,10.1 k,84.0 k,15.2 k,73.0 k
1106140,Game,638,443,104,80.99%,10.9 k,25.7 k,16.5 k,79.0 k
18049,Game,,,,,,,,
1472600,Game,211,34,3,91.89%,740,,1.1 k,8.0 k
1369870,Game,29,1,1,50.00%,40,,60,9.0 k
215670,Game,"1,242","1,135",560,66.96%,67.8 k,1.99 M,197.6 k,211.0 k
1187520,Game,120,8,8,50.00%,320,,480,4.0 k
317920,Game,181,14,14,50.00%,980,455.7 k,1.3 k,13.0 k
1693380,Game,18,6,2,75.00%,160,,240,
1374400,Game,41,11,1,91.67%,240,,360,2.0 k
1592550,Game,23,13,5,72.22%,360,,540,3.0 k
625430,Game,"1,714",485,231,67.74%,21.5 k,584.3 k,136.0 k,196.0 k
255710,Game,"716,620","214,447","15,498",93.26%,8.05 M,12.35 M,11.66 M,8.93 M
2010480,Beta,1,,,,,,,
1038820,Game,758,111,82,57.51%,3.9 k,,5.8 k,18.0 k
1674060,Game,117,110,17,86.61%,2.5 k,,3.8 k,5.0 k
893960,Game,26,8,4,66.67%,300,,448,6.0 k
393330,Application,96,10,2,83.33%,420,81.3 k,477,2.0 k
373820,Game,66,6,13,31.58%,665,238.3 k,1.0 k,2.0 k
24460,Game,278,19,30,38.78%,980,706.8 k,3.2 k,53.0 k
1557550,Game,49,12,4,75.00%,320,,480,14.0 k
354600,Game,785,49,6,89.09%,1.9 k,18.8 k,2.5 k,11.0 k
3990,Game,"1,271",350,31,91.86%,15.2 k,3.20 M,14.9 k,984.0 k
396680,Game,"1,185",45,21,68.18%,2.3 k,181.8 k,4.0 k,2.0 k
325300,Game,546,9,0,100.00%,315,,513,4.0 k
1349170,Game,68,3,0,100.00%,60,,90,10.0 k
621300,Application,211,12,0,100.00%,360,121.2 k,560,2.0 k
698620,Game,237,18,7,72.00%,750,13.4 k,781,1.0 k
1508650,Game,157,24,1,96.00%,500,27.1 k,750,14.0 k
1500060,Game,32,7,1,87.50%,160,,240,4.0 k
1574720,Game,69,9,4,69.23%,260,,390,
1926630,Game,279,13,9,59.09%,440,,660,3.0 k
689850,Application,48,0,1,0.00%,30,,50,1.0 k
349780,Game,119,6,6,50.00%,420,221.5 k,693,5.0 k
1425050,Game,76,8,1,88.89%,180,,270,1.0 k
655480,Game,"1,619",267,11,96.04%,8.3 k,35.8 k,8.9 k,23.0 k
785890,Game,629,891,38,95.91%,23.2 k,729.0 k,11.0 k,7.0 k
814620,Game,132,6,6,50.00%,300,597.7 k,374,8.0 k
931260,Game,513,82,37,68.91%,3.0 k,,4.7 k,40.0 k
899020,Game,39,3,1,75.00%,100,,142,1.0 k
861080,Game,273,10,4,71.43%,350,,506,1.0 k
362130,Game,395,71,24,74.74%,3.3 k,279.2 k,4.7 k,176.0 k
1759440,Game,921,802,177,81.92%,19.6 k,,29.5 k,
1644190,Game,25,11,1,91.67%,240,,360,29.0 k
61510,Game,"1,297",234,51,82.11%,11.4 k,650.7 k,17.8 k,107.0 k
38430,Game,"2,185",285,77,78.73%,14.5 k,257.9 k,26.1 k,41.0 k
718710,Game,497,7,0,100.00%,210,,328,2.0 k
1219860,Game,714,24,6,80.00%,600,7.4 k,900,3.0 k
1035280,Game,23,1,0,100.00%,25,,40,1.0 k
938070,Game,97,11,0,100.00%,275,,386,1.0 k
1539680,Game,34,2,0,100.00%,40,,60,16.0 k
1421140,Game,83,7,10,41.18%,340,,510,19.0 k
598350,Game,159,35,6,85.37%,1.2 k,23.0 k,675,1.0 k
862800,Game,"3,122","1,387",247,84.88%,40.9 k,39.3 k,25.8 k,66.0 k
582010,Game,"804,608","329,403","52,493",86.25%,9.55 M,8.09 M,10.39 M,11.83 M
1848220,Game,70,15,0,100.00%,300,,450,2.0 k
1412370,Game,37,4,4,50.00%,160,,240,17.0 k
454520,Game,341,24,12,66.67%,1.3 k,22.8 k,635,9.0 k
1676940,Beta,1,,,,,,,
1011260,Game,69,3,1,75.00%,100,,142,2.0 k
1973090,Game,43,7,0,100.00%,140,,210,1.0 k
312530,Game,"55,877","33,901","1,215",96.54%,1.23 M,3.36 M,2.25 M,1.92 M
887950,Game,23,2,1,66.67%,75,6.5 k,84,1.0 k
2007850,Game,17,7,3,70.00%,200,,300,1.0 k
1839660,Game,"1,689",921,193,82.68%,22.3 k,209.4 k,33.4 k,
1099090,Game,301,7,2,77.78%,180,,270,2.0 k
1852890,Game,52,15,13,53.57%,560,,810,6.0 k
1521020,Game,372,3,2,60.00%,100,,150,
1064460,Game,"5,236","1,622",58,96.55%,33.6 k,93.4 k,50.4 k,71.0 k
610660,Game,120,111,45,71.15%,3.9 k,198.6 k,3.0 k,23.0 k
689290,Game,73,20,1,95.24%,525,,905,10.0 k
1483090,Game,118,9,7,56.25%,320,,480,
1506100,Game,91,15,11,57.69%,520,,780,8.0 k
1860440,Game,28,1,0,100.00%,20,,30,8.0 k
414470,Game,869,16,14,53.33%,1.1 k,237.3 k,1.8 k,8.0 k
569360,Game,233,35,3,92.11%,1.1 k,518.7 k,7.7 k,5.0 k
721380,Game,73,9,0,100.00%,270,22.0 k,383,1.0 k
895980,Game,394,12,7,63.16%,380,,600,3.0 k
1349120,Game,"9,204",774,169,82.08%,18.9 k,52.1 k,28.4 k,28.0 k
505020,Game,129,,,,,,342,1.0 k
721350,Game,220,25,5,83.33%,900,219.5 k,295,2.0 k
3720,Game,"9,109","3,159",208,93.82%,134.7 k,2.25 M,177.3 k,333.0 k
207420,Game,864,648,272,70.43%,18.4 k,1.53 M,169.0 k,233.0 k
858590,Game,"14,875",729,423,63.28%,28.8 k,135.9 k,45.8 k,51.0 k
381340,Game,114,22,3,88.00%,875,43.0 k,534,2.0 k
303530,Game,974,23,13,63.89%,1.3 k,61.7 k,4.5 k,1.0 k
1013100,Game,36,7,1,87.50%,200,,266,2.0 k
1056580,Game,195,31,36,46.27%,1.7 k,,1.3 k,12.0 k
1390350,Game,"25,673","9,929",229,97.75%,203.2 k,220.2 k,304.7 k,428.0 k
1637230,Game,"3,478",211,92,69.64%,6.1 k,9.6 k,9.1 k,20.0 k
1857970,Game,705,35,2,94.59%,740,,1.1 k,
1092190,Game,28,1,3,25.00%,100,,124,1.0 k
965890,Game,711,257,25,91.13%,7.1 k,,10.5 k,47.0 k
474050,Game,102,79,58,57.66%,4.8 k,840.7 k,145.0 k,35.0 k
1644580,Game,304,13,3,81.25%,320,,480,
222480,Game,"39,867","9,987","1,629",85.98%,232.3 k,4.53 M,845.7 k,1.16 M
1699830,Game,113,18,3,85.71%,420,,630,
1549180,Game,"45,561","11,639","5,827",66.64%,349.3 k,589.3 k,523.8 k,571.0 k
1469960,Game,65,26,1,96.30%,540,,810,1.0 k
444670,Game,"2,524",83,11,88.30%,3.3 k,26.3 k,4.5 k,15.0 k
883830,Game,105,9,1,90.00%,250,,328,1.0 k
733670,Game,64,6,9,40.00%,375,205.2 k,635,1.0 k
1318140,Tool,,3,0,100.00%,60,,120,
1119740,Game,46,9,0,100.00%,225,,306,1.0 k
1398510,Game,40,1,2,33.33%,60,,90,2.0 k
638650,Game,"14,120","1,473",379,79.54%,37.0 k,587.7 k,40.0 k,118.0 k
1690340,Game,127,3,2,60.00%,100,,150,1.0 k
1520800,Beta,3,,,,,,90,
1996490,Beta,1,,,,,,,
1278210,Game,887,109,4,96.46%,2.3 k,118.1 k,3.4 k,1.0 k
1538680,Game,129,43,3,93.48%,920,,1.4 k,6.0 k
485820,Game,857,31,28,52.54%,2.1 k,10.8 k,3.5 k,24.0 k
852310,Game,66,1,0,100.00%,25,2.6 k,45,2.0 k
875830,Game,153,55,14,79.71%,1.7 k,,2.4 k,21.0 k
1942430,Beta,1,,,,,,,
753980,Game,150,7,0,100.00%,175,17.1 k,234,19.0 k
70500,Game,224,42,15,73.68%,2.3 k,368.7 k,17.4 k,20.0 k
1095790,Game,352,86,15,85.15%,2.5 k,,2.6 k,8.0 k
572430,Game,"23,487","1,818",431,80.84%,56.2 k,1.12 M,52.6 k,354.0 k
527950,Game,378,9,7,56.25%,560,,960,1.0 k
394430,Game,"1,172",72,13,84.71%,2.6 k,171.2 k,2.0 k,25.0 k
966560,Game,"3,568",75,71,51.37%,3.7 k,10.6 k,5.4 k,8.0 k
1679330,Game,28,6,0,100.00%,120,,180,9.0 k
589380,Game,90,13,6,68.42%,570,385.2 k,883,1.0 k
240360,Game,"1,051",75,17,81.52%,3.7 k,112.5 k,8.4 k,10.0 k
910200,Game,35,11,13,45.83%,600,,726,1.0 k
61600,Game,815,481,72,86.98%,22.1 k,1.34 M,128.3 k,154.0 k
1650590,Game,"1,057",156,3,98.11%,3.2 k,4.9 k,4.8 k,13.0 k
1523990,Game,468,48,68,41.38%,2.3 k,34.9 k,3.5 k,10.0 k
487370,Game,206,402,61,86.83%,16.2 k,960.2 k,214.3 k,110.0 k
1295420,Game,31,4,0,100.00%,80,,150,14.0 k
1486120,Game,106,29,15,65.91%,880,,1.3 k,26.0 k
1048830,Game,"1,053",265,187,58.63%,11.3 k,,13.1 k,139.0 k
653920,Game,46,2,0,100.00%,60,117.4 k,100,8.0 k
1752690,Game,39,2,2,50.00%,80,,120,
909460,Application,44,7,1,87.50%,200,,212,1.0 k
330020,Game,"94,108","14,720","1,686",89.72%,410.2 k,2.08 M,595.1 k,1.61 M
1712030,Game,7,1,0,100.00%,20,,30,3.0 k
605100,Game,214,30,30,50.00%,1.5 k,132.0 k,2.0 k,17.0 k
870030,Game,18,3,0,100.00%,75,,90,10.0 k
1245380,Game,212,34,15,69.39%,980,,1.5 k,
752240,Game,19,,,,,,,
946800,Game,159,61,41,59.80%,2.6 k,,3.0 k,2.0 k
358840,Game,93,26,35,42.62%,2.1 k,414.3 k,3.5 k,17.0 k
1525390,Game,19,1,0,100.00%,20,,30,2.0 k
1821430,Game,29,12,2,85.71%,280,,420,10.0 k
750270,Game,24,1,3,25.00%,100,119.4 k,160,1.0 k
1925310,Game,206,52,6,89.66%,1.2 k,,1.8 k,11.0 k
1938460,Game,286,11,17,39.29%,560,,840,4.0 k
1908870,Game,200,95,4,95.96%,2.0 k,,3.0 k,
447310,Game,638,78,24,76.47%,3.6 k,425.2 k,11.4 k,44.0 k
1314140,Game,"5,214","1,327",344,79.41%,33.4 k,18.6 k,50.1 k,62.0 k
1560960,Game,13,4,3,57.14%,140,,210,8.0 k
1902050,Game,88,15,9,62.50%,480,,720,9.0 k
1942860,Game,33,18,0,100.00%,360,,540,
1211540,Game,72,47,6,88.68%,1.1 k,99.7 k,1.6 k,2.0 k
1141100,Game,"6,900",453,54,89.35%,12.7 k,33.7 k,18.5 k,31.0 k
1317310,Game,47,13,1,92.86%,280,,450,2.0 k
1497820,Game,105,30,0,100.00%,600,21.7 k,900,8.0 k
802900,Game,310,41,22,65.08%,1.6 k,202.5 k,2.1 k,5.0 k
1706890,Game,17,1,0,100.00%,20,,30,9.0 k
774161,Game,93,19,18,51.35%,925,130.5 k,910,6.0 k
1739420,Game,11,1,0,100.00%,20,,30,1.0 k
424830,Game,282,97,313,23.66%,14.4 k,1.80 M,80.9 k,176.0 k
422650,Game,"1,500",69,20,77.53%,3.1 k,622.7 k,13.4 k,29.0 k
1608110,Game,366,47,15,75.81%,1.2 k,,1.9 k,
1496350,Game,11,4,2,66.67%,120,,180,1.0 k
836330,Game,542,39,15,72.22%,1.4 k,279.5 k,1.8 k,1.0 k
34470,Config,,,,,,,,261.0 k
734890,Game,49,4,0,100.00%,120,63.8 k,178,1.0 k
1044170,Game,138,44,35,55.70%,2.0 k,,2.2 k,16.0 k
348650,Game,201,22,60,26.83%,2.9 k,411.3 k,8.4 k,16.0 k
1449750,Game,"2,592",350,162,68.36%,10.2 k,,15.4 k,128.0 k
545930,Game,124,8,22,26.67%,1.1 k,34.4 k,1.4 k,5.0 k
1853810,Game,60,11,1,91.67%,240,,360,18.0 k
7000,Game,"6,491","3,815",517,88.07%,173.3 k,3.96 M,184.1 k,437.0 k
432990,Game,248,63,9,87.50%,2.5 k,664.9 k,32.4 k,50.0 k
1849380,Game,129,47,12,79.66%,1.2 k,,1.8 k,3.0 k
1362890,Game,10,2,0,100.00%,40,,60,11.0 k
1047120,Game,18,27,1,96.43%,700,,510,6.0 k
304930,Game,"545,663","468,239","43,423",91.51%,15.35 M,56.17 M,35.49 M,47.56 M
1165090,Game,22,6,0,100.00%,120,32.9 k,180,1.0 k
1049420,Game,133,36,9,80.00%,1.1 k,,1.2 k,20.0 k
1624910,Game,18,1,0,100.00%,20,21.0 k,30,2.0 k
777360,Game,29,1,0,100.00%,25,8.7 k,,1.0 k
1038430,Game,100,5,1,83.33%,150,,168,1.0 k
487030,Game,223,63,22,74.12%,3.0 k,461.2 k,14.7 k,32.0 k
920500,Game,17,5,2,71.43%,175,,244,95.0 k
1794740,Game,102,,,,,,510,6.0 k
293760,Game,"51,366","9,005",713,92.66%,340.1 k,353.0 k,311.0 k,401.0 k
496610,Game,72,2,3,40.00%,175,80.5 k,300,1.0 k
1156570,Game,32,1,5,16.67%,150,,180,8.0 k
1927920,Game,"1,516",14,29,32.56%,860,6.6 k,1.3 k,
1538600,Game,122,19,3,86.36%,440,,660,1.0 k
815100,Game,7,,,,,,,
373360,Game,504,96,64,60.00%,5.6 k,884.1 k,21.3 k,32.0 k
1158420,Game,"6,315",480,141,77.29%,12.4 k,95.0 k,18.6 k,48.0 k
638310,Application,107,2,2,50.00%,120,,155,1.0 k
1835690,Game,71,72,6,92.31%,1.6 k,,2.3 k,
1358030,Game,116,27,1,96.43%,560,,870,6.0 k
1659300,Game,14,4,0,100.00%,80,,120,1.0 k
1043370,Game,49,0,1,0.00%,25,,40,1.0 k
1488440,Game,33,,,,,,,
379960,Game,"1,298",160,94,62.99%,8.9 k,943.7 k,13.9 k,27.0 k
857860,Game,137,10,1,90.91%,275,24.0 k,353,6.0 k
1148270,Game,48,3,0,100.00%,75,,84,1.0 k
1138970,Game,568,58,6,90.63%,1.6 k,11.6 k,1.9 k,18.0 k
905380,Game,192,13,2,86.67%,375,,534,5.0 k
1813730,Game,149,13,5,72.22%,360,,540,
1370310,Game,51,3,0,100.00%,60,,90,5.0 k
1571330,Game,29,9,2,81.82%,220,,390,10.0 k
767560,Game,"23,953","10,795","6,453",62.59%,431.2 k,585.9 k,366.0 k,1.87 M
421170,Game,"41,485","2,189",828,72.56%,75.4 k,1.52 M,111.1 k,134.0 k
897270,Game,105,10,2,83.33%,300,,480,2.0 k
1171110,Game,80,9,1,90.00%,250,,238,26.0 k
1021370,Game,163,4,0,100.00%,100,,142,5.0 k
1594810,Game,47,13,2,86.67%,300,,450,22.0 k
1091320,Game,222,110,7,94.02%,2.3 k,,3.5 k,146.0 k
1754480,Game,46,9,2,81.82%,220,,330,
905880,Game,77,6,1,85.71%,175,,262,3.0 k
447850,Game,431,434,383,53.12%,28.6 k,2.47 M,44.0 k,353.0 k
1565090,Game,158,13,2,86.67%,300,,450,93.0 k
697950,Game,93,13,2,86.67%,300,,450,1.0 k
926580,Game,"15,259",489,126,79.51%,12.3 k,143.0 k,18.4 k,81.0 k
449220,Game,373,696,384,64.44%,37.8 k,2.50 M,266.5 k,213.0 k
459160,Game,"2,236",468,201,69.96%,23.4 k,451.7 k,23.0 k,147.0 k
344180,Game,734,34,18,65.38%,1.8 k,9.3 k,3.1 k,2.0 k
1437860,Game,575,140,19,88.05%,3.2 k,72.0 k,4.7 k,51.0 k
1512660,Game,39,3,0,100.00%,60,,90,15.0 k
983610,Game,18,5,3,62.50%,200,,212,5.0 k
809240,Game,720,53,9,85.48%,1.6 k,75.8 k,2.1 k,34.0 k
1985500,Game,74,61,6,91.04%,1.3 k,,2.0 k,
885970,Game,"35,903","6,648","2,361",73.79%,180.2 k,278.7 k,270.3 k,578.0 k
1305130,Game,355,13,0,100.00%,260,,390,102.0 k
1904330,Game,332,22,6,78.57%,560,,780,11.0 k
1016250,Game,"1,514",137,38,78.29%,4.4 k,,4.5 k,13.0 k
1648230,Game,65,15,2,88.24%,340,,510,1.0 k
289780,Game,"3,140",540,264,67.16%,28.1 k,686.7 k,33.2 k,355.0 k
1396500,Game,36,2,0,100.00%,40,,60,3.0 k
867920,Game,59,2,0,100.00%,50,,62,8.0 k
858440,Game,89,10,8,55.56%,450,207.4 k,529,3.0 k
818360,Game,492,47,7,87.04%,1.4 k,,1.9 k,3.0 k
845650,Game,34,16,2,88.89%,450,,506,2.0 k
614090,Game,833,57,31,64.77%,2.6 k,741.9 k,3.1 k,57.0 k
1459850,Game,57,3,0,100.00%,60,,90,2.0 k
1707410,Game,27,6,0,100.00%,120,,180,3.0 k
504490,Game,476,134,237,36.12%,13.0 k,1.74 M,20.4 k,368.0 k
656210,Game,250,113,46,71.07%,4.8 k,605.6 k,5.9 k,39.0 k
1677630,Game,19,2,0,100.00%,40,,60,33.0 k
835720,Game,74,3,0,100.00%,75,,120,1.0 k
1012460,Game,206,56,59,48.70%,2.9 k,84.3 k,2.9 k,43.0 k
356530,Game,"2,147",207,26,88.84%,8.2 k,263.6 k,15.5 k,22.0 k
1800980,Game,40,48,5,90.57%,1.1 k,,1.6 k,14.0 k
575770,Game,50,23,19,54.76%,1.3 k,313.0 k,1.4 k,21.0 k
496360,Game,101,0,5,0.00%,175,1.9 k,246,1.0 k
897410,Game,"3,121",416,256,61.90%,13.4 k,116.5 k,20.2 k,77.0 k
1789460,Game,107,0,1,0.00%,20,,30,3.0 k
1490620,Game,47,6,2,75.00%,160,,240,3.0 k
813440,Game,388,18,16,52.94%,850,,1.2 k,36.0 k
1292070,Game,24,3,1,75.00%,80,,120,4.0 k
526470,Game,155,12,10,54.55%,770,231.5 k,1.2 k,4.0 k
1194690,Application,608,1,11,8.33%,240,,360,5.0 k
234940,Game,"1,109","1,154",374,75.52%,30.6 k,3.11 M,207.5 k,311.0 k
1344430,Game,169,16,1,94.12%,340,,510,2.0 k
1380890,Game,53,8,0,100.00%,160,,240,5.0 k
274230,Game,"8,164","1,564",669,70.04%,78.2 k,1.21 M,111.8 k,178.0 k
667530,Game,"5,947","9,515","1,128",89.40%,266.1 k,1.55 M,320.6 k,991.0 k
1875810,Game,237,,,,,,2.6 k,49.0 k
1113340,Game,12,7,2,77.78%,180,,270,9.0 k
802550,Game,26,1,0,100.00%,25,3.7 k,45,7.0 k
971690,Game,"3,800",230,25,90.20%,5.1 k,27.6 k,7.7 k,30.0 k
885590,Game,101,12,7,63.16%,475,,688,8.0 k
1921200,Game,35,3,2,60.00%,100,,150,10.0 k
1135860,Game,134,9,0,100.00%,225,,382,22.0 k
1449010,Game,25,,,,,,,
908740,Game,"28,404",147,171,46.23%,6.4 k,32.0 k,9.5 k,19.0 k
791290,Game,33,4,1,80.00%,125,25.4 k,205,6.0 k
972910,Game,174,30,7,81.08%,925,,1.2 k,1.0 k
1136830,Game,238,16,14,53.33%,750,,992,9.0 k
602930,Game,196,38,37,50.67%,2.3 k,574.6 k,33.9 k,30.0 k
1353710,Application,141,19,4,82.61%,460,,690,2.0 k
696710,Game,119,19,6,76.00%,750,174.1 k,1.1 k,1.0 k
1028410,Game,37,0,4,0.00%,100,,160,2.0 k
1480650,Game,28,12,12,50.00%,480,,720,13.0 k
656530,Game,635,24,143,14.37%,5.0 k,228.4 k,8.2 k,13.0 k
336730,Game,123,27,14,65.85%,1.4 k,813.8 k,14.9 k,23.0 k
989550,Game,"6,089",208,53,79.69%,6.5 k,82.5 k,5.8 k,13.0 k
1622600,Game,40,3,2,60.00%,100,,180,10.0 k
352170,Game,523,22,35,38.60%,2.0 k,25.7 k,3.2 k,5.0 k
1912170,Game,203,66,22,75.00%,1.8 k,,2.6 k,
1050520,Game,76,26,0,100.00%,650,,798,1.0 k
1794760,Game,40,16,2,88.89%,360,,540,2.0 k
1822770,Game,74,5,4,55.56%,180,,270,15.0 k
1399620,Game,75,4,1,80.00%,100,,150,4.0 k
1494920,Game,260,76,2,97.44%,1.6 k,,2.3 k,22.0 k
497440,Game,"1,301",49,63,43.75%,3.4 k,20.7 k,5.6 k,38.0 k
788730,Game,26,1,0,100.00%,25,,45,1.0 k
870180,Game,286,17,8,68.00%,625,,984,1.0 k
1481080,Game,"11,189","1,849",71,96.30%,38.4 k,29.4 k,57.6 k,70.0 k
458830,Game,951,182,107,62.98%,10.1 k,224.7 k,17.5 k,29.0 k
1482680,Game,201,2,6,25.00%,160,,240,3.0 k
1862790,Game,33,6,1,85.71%,140,,210,1.0 k
1089110,Game,66,23,1,95.83%,600,,636,1.0 k
1716940,Game,"3,952",184,83,68.91%,5.3 k,16.2 k,8.0 k,6.0 k
419130,Game,"1,179",93,18,83.78%,2.8 k,,2.3 k,19.0 k
886950,Game,74,28,6,82.35%,850,,1.2 k,1.0 k
972740,Game,"1,155",218,48,81.95%,6.7 k,45.7 k,5.8 k,21.0 k
1609310,Game,81,12,10,54.55%,440,,660,7.0 k
706880,Game,154,19,5,79.17%,600,1.6 k,827,26.0 k
762900,Game,325,7,5,58.33%,360,13.2 k,583,1.0 k
1824390,Game,32,13,1,92.86%,280,,420,2.0 k
1222750,Game,"1,522",72,4,94.74%,1.5 k,,2.3 k,
1408110,Game,550,629,78,88.97%,14.1 k,,21.2 k,37.0 k
925120,Game,51,2,0,100.00%,40,,60,1.0 k
1194230,Game,26,2,1,66.67%,60,,90,14.0 k
354160,Game,"3,318",607,313,65.98%,32.2 k,316.8 k,75.6 k,76.0 k
1776170,Game,247,23,2,92.00%,500,,780,2.0 k
229520,Game,463,327,192,63.01%,10.4 k,1.11 M,81.3 k,91.0 k
1384630,Game,"20,656","1,436",300,82.72%,34.7 k,65.4 k,52.1 k,
1259310,Game,20,7,0,100.00%,140,,210,3.0 k
872380,Game,140,28,3,90.32%,775,,1.0 k,3.0 k
1526490,Game,"19,718","8,734","1,336",86.73%,201.4 k,74.2 k,302.0 k,492.0 k
742540,Game,"8,789",28,10,73.68%,1.1 k,275.4 k,661,83.0 k
1373710,Game,64,5,2,71.43%,140,,210,15.0 k
1486190,Game,87,5,1,83.33%,120,,180,1.0 k
1397000,Game,76,13,0,100.00%,260,,390,1.0 k
328740,Game,304,18,21,46.15%,1.4 k,307.5 k,2.3 k,10.0 k
1881090,Beta,1,,,,,,,
1364610,Game,44,0,1,0.00%,20,,30,2.0 k
1988210,Game,29,7,6,53.85%,260,,390,5.0 k
1364280,Game,47,2,1,66.67%,60,,90,3.0 k
1925700,Game,8,6,0,100.00%,120,,180,2.0 k
1515750,Game,26,3,2,60.00%,100,,150,24.0 k
1846340,Game,381,4,2,66.67%,120,,180,5.0 k
735850,Game,"1,544","1,017",237,81.10%,31.4 k,412.1 k,208.4 k,222.0 k
1761790,Game,11,3,0,100.00%,60,,90,3.0 k
718680,Game,23,12,1,92.31%,390,55.4 k,605,14.0 k
700460,Game,116,5,2,71.43%,210,135.4 k,305,3.0 k
465000,Game,"1,086",113,29,79.58%,3.6 k,156.4 k,4.3 k,25.0 k
585310,Game,137,6,4,60.00%,300,163.2 k,478,5.0 k
798290,Game,"2,054",851,155,84.59%,25.2 k,84.0 k,40.6 k,54.0 k
37370,Game,50,5,2,71.43%,280,30.6 k,458,1.0 k
1473170,Game,45,10,1,90.91%,220,,330,9.0 k
741670,Game,"4,145",774,188,80.46%,28.9 k,474.1 k,28.9 k,98.0 k
532980,Game,234,54,0,100.00%,1.6 k,18.0 k,1.0 k,1.0 k
925290,Game,28,,,,,,,
1170910,Game,60,2,4,33.33%,120,,180,3.0 k
729300,Game,154,42,0,100.00%,1.3 k,218.7 k,1.7 k,3.0 k
983050,Application,"1,075",31,5,86.11%,900,25.9 k,1.1 k,3.0 k
1758550,Game,214,119,54,68.79%,3.5 k,,5.2 k,10.0 k
